"trail_info_id","trail_system","trail_subsystem","trail_subsystem_id","trail_name","trail_color","trail_surface","trail_type","trail_difficulty","regional_trail_name","trail_desc","alt_name","cambr_name","on_street","crossing_type","length_mi","off_fpdcc","web_trail","length_ft","segment_type","direction","width","hiking","biking","cross_country","equestrian","dog_leash","no_dogs","geom"
34,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.358,no,yes,1890.04,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.8336412511994 41.91857598779759, -87.83342293483604 41.9182991608596, -87.83326912165687 41.918059455888304, -87.83311901183787 41.91760619404638, -87.83287085199942 41.91697612812758, -87.83277334376616 41.91641895467953, -87.83278417558174 41.91612361087392, -87.83269946846558 41.91574546643841, -87.83271485209548 41.915552338406144, -87.83286791241801 41.91477455758157, -87.8328284852157 41.91454989343688, -87.83291583038569 41.913523071537156)"
38,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.174,no,yes,921.32,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.85443379320974 41.96391281587863, -87.85426315254898 41.96392608179417, -87.85409649624727 41.963916281137095, -87.85375879751267 41.96384152622375, -87.8536055891337 41.96383949670669, -87.85322348472322 41.96395035937408, -87.85261910802562 41.964169342355916, -87.85242191097493 41.96428268036674, -87.85228519936017 41.964444112566404, -87.85214411845114 41.96477301373562, -87.8520846552335 41.964995195806054, -87.85206956232128 41.965136928037886)"
39,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,bridge,0.006,no,yes,32.65,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.8538438440935 41.94748952817999, -87.85390814994179 41.94756516985624)"
40,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,none,0.273,no,yes,1439.38,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.85257380848452 41.943729918500786, -87.85265094024949 41.943879717537136, -87.85280324062407 41.94417020208531, -87.85296261813616 41.944368174987254, -87.85315538843037 41.94459780619203, -87.85322197445895 41.94476328021707, -87.85332770038586 41.944939963394155, -87.85351569829668 41.94558468240984, -87.8536774839367 41.946203285705735, -87.85380685501723 41.94641501103325, -87.85388712504444 41.94671215127513, -87.85388146476994 41.94698320931924, -87.85386954917963 41.94721185547127, -87.85381881029976 41.94740094575625, -87.8538438440935 41.94748952817999)"
41,des plaines,Des Plaines River Trail System,11,,orange,unknown,paved,,Des Plaines River Trail,,To Lake County Trail System,,no,bridge,0.037,yes,yes,194.67,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.90887515602623 42.15285211834602, -87.90886071085122 42.15338621428985)"
42,des plaines,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.417,no,yes,2200.03,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.87003304406727 42.05365445148666, -87.87056297340196 42.05363220432237, -87.87074569193739 42.05363672426199, -87.8711059568046 42.053658984143, -87.87181684145958 42.053633469860166, -87.87213165283981 42.053623385309656, -87.87291110746023 42.05359246475501, -87.8729861566928 42.05368630670707, -87.87340763271345 42.054195428639446, -87.87341589799388 42.05546079049146, -87.87349719824337 42.056484919365744, -87.87349238148693 42.05665081280683, -87.87347017560094 42.056718168035836, -87.8734135125378 42.05679482737222, -87.87314943412207 42.05702038133144, -87.87311076367135 42.057134254995844, -87.87326112200522 42.05723480375581)"
43,des plaines,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,road,0.016,no,yes,84.27,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.87000477008364 42.05342554838064, -87.87001646100182 42.0536197905826, -87.87003304406727 42.05365445148666)"
45,des plaines,Des Plaines River Trail System,11,,orange,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.874,no,yes,4615.34,,north,0.0,1,1,1,1,1,0,"LINESTRING (-87.88033036635731 42.10070763414814, -87.88018771806846 42.10088872245179, -87.8800090480415 42.10105257936611, -87.87974783430066 42.10136178811366, -87.8795856551347 42.101498732062794, -87.87927086090112 42.10170116680604, -87.87911790927666 42.10181386687214, -87.87900121064152 42.1019226636512, -87.87887112980677 42.10212987507695, -87.87884801118747 42.102241733904954, -87.87886936049065 42.10235345171836, -87.87894355315625 42.102439138830725, -87.87907629217632 42.10257679367229, -87.87922386274583 42.10270319382531, -87.87965179341636 42.1028923798787, -87.8801141571262 42.10320758290222, -87.88031629969718 42.10330843480135, -87.8805957561529 42.10349096114848, -87.88112113119567 42.10411553769833, -87.88126652071031 42.10421033237912, -87.88151370357811 42.10447150046491, -87.88196265199879 42.104764623828714, -87.8821873807505 42.10500324642322, -87.88234411960843 42.10512323778672, -87.88244974157737 42.10517170644402, -87.88255714891434 42.10518628055849, -87.88289544221239 42.105157270366284, -87.88309702321187 42.1052120163793, -87.88346072798059 42.1052660488737, -87.88382292695503 42.105276910385804, -87.88392584880121 42.105323175188815, -87.88439797162229 42.10567168353722, -87.88481999516067 42.106222697542385, -87.88488911708403 42.10640604184559, -87.88492049842219 42.10657205067107, -87.88490738268739 42.10674961923182, -87.88486967290125 42.106851768233895, -87.8847705393971 42.106910056714035, -87.88446280713511 42.10700866992855, -87.88398258352116 42.10722867993853, -87.88346264190595 42.1074293107915, -87.88228401447628 42.10788467361343, -87.88202939901562 42.10799560473269, -87.88159479719103 42.10822994727326, -87.88142035554496 42.108306146121386, -87.88134166424666 42.10838645272617, -87.88130452112266 42.10854713797715, -87.88134411408838 42.10883865028901, -87.8814264676198 42.109039619344784, -87.881432266355 42.10911585344415)"
46,des plaines,Des Plaines River Trail System,11,,orange,unknown,paved,,Des Plaines River Trail,,,,no,bridge,0.026,no,yes,138.13,,north,0.0,1,1,1,0,1,0,"LINESTRING (-87.881432266355 42.10911585344415, -87.88142323418552 42.10949485086543)"
47,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,underpass,0.011,no,yes,56.49,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.83551451376758 41.920560368209955, -87.83530697001457 41.92055908343143)"
53,des plaines,Des Plaines River Trail System,11,,yellow,cement,paved,easy,Des Plaines River Trail,,,,no,none,0.025,no,yes,132.39,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.86589122302544 42.01779571138421, -87.8660105404034 42.01778212382597, -87.86629140685729 42.017606559868966)"
54,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.070,no,yes,367.26,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.83664437628602 41.920286703996915, -87.83634738103416 41.92009603536463, -87.83616199274118 41.92006477110971, -87.83603656729423 41.92008530906852, -87.83588529646985 41.92014039048281, -87.83580803439374 41.9202421994758, -87.83573590115289 41.92034903076041, -87.83571167785323 41.92046272278525)"
55,des plaines,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,none,0.264,no,yes,1395.41,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.85030109918968 41.98084458502246, -87.8515513180206 41.98080790999801, -87.85350374623938 41.98078164740673, -87.85543089000873 41.980734933869904)"
56,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.004,no,yes,23.21,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.85616065938086 41.97513087955857, -87.85620899709009 41.975183385605526)"
57,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.142,no,yes,751.68,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.8556533454256 41.97321225175287, -87.85601758900556 41.97348190669577, -87.85606801965253 41.9737615618108, -87.85611000415095 41.97394916926025, -87.85602112089562 41.97443737491175, -87.85599490600625 41.97471803536553, -87.856058252379 41.97495587287385, -87.85616065938086 41.97513087955857)"
58,des plaines,Des Plaines River Trail System,11,,yellow,unknown,paved,,Des Plaines River Trail,,City Of Des Plaines Trail,,no,underpass,0.012,yes,yes,65.90,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88252447580726 42.03872058134249, -87.88246414225323 42.03889572568804)"
59,des plaines,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.124,no,yes,655.31,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.87678691357122 42.04376996785678, -87.87670450157665 42.04382239648779, -87.87657880493995 42.04392312161434, -87.87646196744008 42.04396401849774, -87.87589257823753 42.04409169401916, -87.87571636918892 42.04411281812249, -87.87547020491928 42.04412022945859, -87.87449988611276 42.04414907451039)"
60,des plaines,Des Plaines River Trail System,11,,purple,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.002,no,yes,12.93,spur,north,0.0,1,1,1,1,1,0,"LINESTRING (-87.87128993576665 42.04418004422834, -87.87124956515325 42.044161238393514)"
61,des plaines,Des Plaines River Trail System,11,,purple,grass,unpaved,,Des Plaines River Trail,,,,no,none,0.277,no,yes,1464.84,,north,0.0,1,1,1,1,1,0,"LINESTRING (-87.87201510755543 42.048077802909575, -87.87182371287189 42.04788815760521, -87.87158028675005 42.047170890225104, -87.87153968380859 42.046583367447816, -87.87165823539185 42.04557377873354, -87.87155141991683 42.044962786050505, -87.87135124758778 42.04467554395093, -87.87131321153309 42.04421040924573, -87.87128993576665 42.04418004422834)"
62,des plaines,Des Plaines River Trail System,11,,purple,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.165,no,yes,872.68,,north,0.0,1,1,1,1,1,0,"LINESTRING (-87.87449988611276 42.04414907451039, -87.87304787478853 42.04418015757646, -87.87230586253959 42.04419336531675, -87.87169415363392 42.044204394787634, -87.8715132230677 42.044200969279345, -87.87128993576665 42.04418004422834)"
63,des plaines,Des Plaines River Trail System,11,,yellow,unknown,paved,,Des Plaines River Trail,,City Of Des Plaines Trail,,yes,bridge,0.010,no,yes,52.22,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87661890656523 42.035143001346384, -87.87677703980596 42.03522448408356)"
64,des plaines,Des Plaines River Trail System,11,,yellow,unknown,paved,,Des Plaines River Trail,,City Of Des Plaines Trail,,yes,none,0.293,yes,yes,1545.43,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87449434478795 42.03174769973767, -87.8747113288273 42.0317658776901, -87.87470957804565 42.03184163334348, -87.87468887214767 42.03388287026771, -87.87472403669088 42.03402509379122, -87.87479835214116 42.034139659439056, -87.87548764494922 42.03456007358246, -87.87661890656523 42.035143001346384)"
65,des plaines,Des Plaines River Trail System,11,,yellow,unknown,paved,,Des Plaines River Trail,,City Of Des Plaines Trail,,yes,none,0.281,no,yes,1485.07,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87677703980596 42.03522448408356, -87.87727044374888 42.03547872203431, -87.87798157569989 42.03587007968527, -87.87917798097698 42.03657804062268, -87.88115198824623 42.03766659407091)"
66,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,underpass,0.018,no,yes,95.89,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84513797546249 41.929881555506874, -87.84502857505753 41.929631409747046)"
67,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.257,no,yes,1355.48,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84754328446604 41.93310541784926, -87.84510027212109 41.929962749933914, -87.84513797546249 41.929881555506874)"
68,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.806,no,yes,4253.16,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84502857505753 41.929631409747046, -87.84492719264392 41.929599684338775, -87.84468820181901 41.92958789855404, -87.84459363334155 41.92952116834301, -87.84411581167338 41.92869356579705, -87.84403023209028 41.92855841583551, -87.84400010471307 41.92844676870753, -87.84380081885352 41.92822070303141, -87.84358396558801 41.928116799456824, -87.84348462558667 41.92808602514676, -87.84318823167973 41.928046822112364, -87.84307884775627 41.92800082929869, -87.84303257466962 41.9279399306087, -87.84301112816914 41.927821471863034, -87.84301677264084 41.92761511218481, -87.84295062682133 41.92740339571512, -87.84288084910649 41.92714129398592, -87.84272729649582 41.92693857577394, -87.84221396178252 41.926054260604694, -87.84206917240122 41.925577574198016, -87.84183707047748 41.92510614712661, -87.84136132599187 41.9244617406662, -87.84042592362354 41.923397445789064, -87.83894208667137 41.922095145577984, -87.83844757459214 41.92172589579071, -87.83735405904082 41.920742964214256, -87.83664437628602 41.920286703996915)"
69,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,underpass,0.014,no,yes,73.45,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84754328446604 41.93310541784926, -87.84751204114445 41.93330561347363)"
70,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,none,0.481,no,yes,2538.94,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84949454818411 41.937501096068196, -87.84969927027953 41.93780735357964, -87.84970815091577 41.93789720075899, -87.84974928998284 41.93799525327078, -87.8498457205156 41.93805035647385, -87.850099968252 41.93811968078565, -87.85018886303567 41.938203713972975, -87.85039228014884 41.9383068319373, -87.85047576364552 41.93829743820054, -87.85071482065834 41.93840463357451, -87.8509126642475 41.93860438633624, -87.85102717993941 41.9388461542991, -87.8512173501108 41.939019732921885, -87.851356518158 41.93927486935578, -87.85149635407521 41.939567103517426, -87.85156046289315 41.939875277774675, -87.85185417213034 41.94136555991207, -87.85194938664031 41.94158290380736, -87.8519782088546 41.941707598507264, -87.85213771192147 41.94198521527934, -87.8521873671775 41.942139452084874, -87.8522419842393 41.94230964365954, -87.85232342384573 41.94242683423116, -87.85234342993343 41.94246940871882, -87.85234991657745 41.94255289972009, -87.85238493304868 41.942626646323745, -87.85250629371058 41.943247063186725, -87.85252348093827 41.943394334983175, -87.8525203994696 41.94353393427694, -87.85257380848452 41.943729918500786)"
71,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,underpass,0.024,no,yes,129.08,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84922115155089 41.9372116176136, -87.84949454818411 41.937501096068196)"
72,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,,Des Plaines River Trail,,,,no,none,0.309,no,yes,1630.43,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84751204114445 41.93330561347363, -87.84727720861413 41.93354637240759, -87.84712438500989 41.93376456814887, -87.84705471596895 41.934086306958164, -87.84723946247227 41.93481525394247, -87.8476858734707 41.93554207900865, -87.84833243207208 41.93639568324029, -87.84866488610623 41.93675390394399, -87.84877961821628 41.93690147438846, -87.84886392720433 41.93697055320297, -87.84899052196684 41.93699865087496, -87.84909932494251 41.93704456744847, -87.84922115155089 41.9372116176136)"
73,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,none,0.021,no,yes,110.07,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.84910094179048 41.93757085215819, -87.84949454818411 41.937501096068196)"
74,indian boundary,Des Plaines River Trail System,11,,yellow,unknown,unpaved,easy,Des Plaines River Trail,,,,no,none,0.309,no,yes,1630.71,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.85390814994179 41.94756516985624, -87.85404480416653 41.947930633649904, -87.8540615106765 41.948042207210186, -87.85403227465352 41.948337905407804, -87.85407222456033 41.948432158578306, -87.85410372540251 41.94856886710022, -87.85416770479699 41.94871178125151, -87.85422376216378 41.948853729612075, -87.8543935817382 41.949137868259086, -87.85443182439789 41.94927436654506, -87.85443859249158 41.949456497461284, -87.85433004850648 41.94983542524266, -87.85405933273833 41.95042461161843, -87.8538800231431 41.95075164773401, -87.85374657339305 41.951034838920975, -87.85359520208127 41.95159420015159, -87.85355867685108 41.95176392619151, -87.85354653025537 41.951874765640994)"
