poi_desc_id,poi_info_id,hours1,hours2,phone,description,web_link,map_link,map_link_spanish,vol_link,vol_link2,picnic_link,event_link,custom_link,season1,season2,special_hours,special_description,special_link,photo_link,fish_map,accessibility_description
198,353,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/national-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-National-Grove-120821.pdf,,,Year-round,,,,,,,"National Grove-North has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
199,241,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/national-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-National-Grove-120821.pdf,,,Year-round,,,,,,,
200,29,Sunrise to Sunset,,,"The 3,558-acre Ned Brown Preserve—popularly known as Busse Woods—is one of the largest and most diverse locations in the Forest Preserves. The site includes ancient upland forests, one of the largest fishing and boating waters in Cook County, nearly 13 miles of paved trail, an elk pasture and much more—making it one of the best-used natural areas in Illinois.",https://fpdcc.com/places/locations/busse-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Busse-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Busse-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={186D8D05-29ED-42D0-BAD9-B3BEB16137F7},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Busse-Woods-North-111522.pdf,,,Year-round,,,,,,,
201,164,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/north-creek-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-North-Creek-Meadow-110421.pdf,,,Year-round,,,,,,,
202,205,Sunrise to Sunset,,,A carry-in launch ramp provides access to the Des Plaines River.,https://fpdcc.com/places/locations/northwestern-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
203,365,Sunrise to Sunset,,,"Oak Forest Heritage Preserve provides opportunities to learn about this preserve's diverse cultural and historical significance while traversing a nearly 2-mile paved loop trail. Located next to Oak Forest Health Center, the site offers healthy and restful activities such as walking, birding and wildlife watching.",https://fpdcc.com/places/locations/oak-forest-heritage-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
204,173,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/old-stover-trailhead/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
205,75,,,,,,,,,,,,,,,,,,,,
206,379,Sunrise to Sunset,,,A hike through Orland Grassland provides expansive views of gently rolling prairie and wetland. The 960-acre site has more than 750 acres of open prairie in which rare grassland birds find needed habitat.,https://fpdcc.com/places/locations/orland-grassland/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={FAA383EF-25BE-457C-9BDD-726A5B805E4D},,,,,Year-round,,,,,,,
207,372,Sunrise to Sunset,,,A hike through Orland Grassland provides expansive views of gently rolling prairie and wetland. The 960-acre site has more than 750 acres of open prairie in which rare grassland birds find needed habitat.,https://fpdcc.com/places/locations/orland-grassland/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={FAA383EF-25BE-457C-9BDD-726A5B805E4D},,,,,Year-round,,,,,,,
208,121,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/paddock-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={D25BD46E-F637-4825-89B0-8ED43855CFC3},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Paddock-Woods-110421.pdf,,,Year-round,,,,,,,
209,89,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/palos-fen-nature-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
210,122,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/palos-park-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Palos-Park-Woods-110421.pdf,,,Year-round,,,,,,,"Palos Park Woods-North has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
211,120,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/palos-park-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Palos-Park-Woods-110421.pdf,,,Year-round,,,,,,,
212,116,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/papoose-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Papoose-Lake-032417.pdf,
213,88,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/paw-paw-woods-nature-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={199251CB-649F-4679-949F-D43FCBA077F1},,,,,Year-round,,,,,,,
214,203,Sunrise to Sunset,,,"The Penny Road Pond entrance is part of Spring Lake. Spring Lake (also called Spring Creek) offers the opportunity to do some real trekking over hills and valleys. With 4,000 acres to explore on more than 45 miles of winding unpaved trails, almost anywhere within Spring Lake feels like a secret spot.",https://fpdcc.com/places/locations/spring-lake/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/1405/OppDetails/188148/Spring-Creek-Penny-Road-Pond-Stewardship-Volunteer-Days/,https://ec.samaritan.com/recruiter/1405/OppDetails/181756/Spring-Creek-Galloping-Hill-Stewardship-Volunteer-Days/,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Penny-Road-Pond-032417.pdf,
215,23,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/perkins-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-North-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={8F206D7B-B03D-4148-9084-5154D3307CBE},,,,,Year-round,,,,,,,
216,316,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/pioneer-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={49E6E94A-54E1-4D78-8135-8F06DBA8DCA5},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Pioneer-Woods-110421.pdf,,,Year-round,,,,,,,
217,253,Sunrise to Sunset,,,A trailered boat launch provides access to the Des Plaines River.,https://fpdcc.com/places/locations/plank-road-meadow-boat-launch/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
218,28,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/plum-creek-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Plum-Creek-Meadow-120821.pdf,,,Year-round,,,,,,,"Plum Creek Meadow has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible indoor bathroom."
219,198,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arthur-l-janura-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
220,195,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arthur-l-janura-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={381C0592-CCF8-403F-8D95-139B01B35002},,,,Year-round,,,,,,,
221,199,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arthur-l-janura-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
222,248,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/possum-hollow-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?class=OppSearchResults&recruiterID=1405&OppTitleDesc=possum&type=all,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Possum-Hollow-Woods-110421.pdf,,,Year-round,,,,,,,
223,206,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/potawatomi-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Potawatomi-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Potawatomi-Pond-032417.pdf,"Potawatomi Woods has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
224,149,Sunrise to Sunset,,,"Tucked away in the far southeast side of Chicago, Powderhorn Lake boasts woodland, prairie and wetland habitats and reflects the ecological richness that survives in similar pockets across the industrialized Calumet region. The lake and surrounding lands are popular among anglers, nature lovers and birders.",https://fpdcc.com/places/locations/powderhorn-lake/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0D24F45C-0443-4A19-8735-5AEE6C71340D},,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Powderhorn-Lake-032417.pdf,
225,70,Sunrise to Sunset,,,"Tucked away in the far southeast side of Chicago, Powderhorn Lake boasts woodland, prairie and wetland habitats and reflects the ecological richness that survives in similar pockets across the industrialized Calumet region. The lake and surrounding lands are popular among anglers, nature lovers and birders.",https://fpdcc.com/places/locations/powderhorn-lake/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0D24F45C-0443-4A19-8735-5AEE6C71340D},,,,,Year-round,,,,,,,
226,321,Sunrise to Sunset,,,"Comprising the western third of the 15,000-acre Palos Preserves, Pulaski Woods offers some of the most rugged terrain in the region, attracting runners and mountain bikers looking for a workout and challenging trails.",https://fpdcc.com/places/locations/pulaski-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Pulaski-Woods-110421.pdf,,,Year-round,,,,,,,
227,329,Sunrise to Sunset,,,"Comprising the western third of the 15,000-acre Palos Preserves, Pulaski Woods offers some of the most rugged terrain in the region, attracting runners and mountain bikers looking for a workout and challenging trails.",https://fpdcc.com/places/locations/pulaski-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Pulaski-Woods-110421.pdf,,,Year-round,,,,,,,
228,328,Sunrise to Sunset,,,"Comprising the western third of the 15,000-acre Palos Preserves, Pulaski Woods offers some of the most rugged terrain in the region, attracting runners and mountain bikers looking for a workout and challenging trails.",https://fpdcc.com/places/locations/pulaski-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Pulaski-Woods-110421.pdf,,,Year-round,,,,,,,
229,235,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/quercus-woods-family-picnic-area/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,,,,Year-round,,,,,,,
230,326,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/red-gate-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Red-Gate-Woods-110421.pdf,,,Year-round,,,,,,,
231,215,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/river-bend-family-picnic-area/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
232,156,,,800-460-0010,"With the Little Calumet River winding through this south suburban course, water comes into play on 14 of the 18 holes.",http://riveroaks.forestpreservegolf.com/,,,,,,,,,,,,,,,
233,338,"9am - 5pm, closed Fridays","9am - 4pm, closed Fridays",847-824-8360,"River Trail Nature Center's free exhibits, walking trails and onsite nature educators help tell the story of the plants, animals and natural landscapes formed by the Des Plaines River. Learn how to make maple syrup, meet an owl or join a guided hike at all-ages events each week—or just let the kids climb and create at indoor and outdoor play areas.",https://fpdcc.com/places/locations/river-trail-nature-center/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-River-Trail-Nature-Center-Map-4-17.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-River-Trail-Nature-Center-SPANISH-Map-4-17.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={009C98C3-F6AB-432B-AD4A-A41A945289E6},,,,,Mar - Oct,Nov - Feb,"Closed Thanksgiving, Christmas, New Year's Day",,,,,
234,352,Sunrise to Sunset,,,"The 265-acre Robinson Woods features wooded trails, river views and remnant prairie patches for nature lovers to explore.",https://fpdcc.com/robinson-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
235,216,Sunrise to Sunset,,,"The 265-acre Robinson Woods features wooded trails, river views and remnant prairie patches for nature lovers to explore.",https://fpdcc.com/robinson-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={2A7F6231-F24F-49CE-8C2F-8BCE87643143},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Robinson-Woods-110421.pdf,,,Year-round,,,,,,,
236,81,Sunrise to Sunset,,,"A year-round outdoor destination, Rolling Knolls visitors can enjoy a game of disc golf, cross-country skiing, hiking and more. The LEED Platinum-certified building provides affordable meeting and event space overlooking a pond and Poplar Creek.",https://fpdcc.com/places/locations/rolling-knolls/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
237,132,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/rubio-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Rubio-Woods-110421.pdf,,,Year-round,,,,,,,"Rubio Woods has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
238,324,Sunrise to Sunset,,,"Features a trailered boat launch for canoes, kayaks, rowboats, sailboats and boats with electric trolling motors.",https://fpdcc.com/places/locations/saganashkee-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,The boat launch is closed from roughly October to April each year to accommodate migrating waterfowl. Call 708-403-6951 for exact dates.,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Saganashkee-Slough-032417.pdf,The Saganashkee Slough Boat Launch entrance features an accessible boat launch with accessible parking and a paved path to the launch. The surface of the launch is paved.
239,322,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/saganashkee-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Saganashkee-Slough-032417.pdf,
240,323,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/saganashkee-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Saganashkee-Slough-032417.pdf,"Saganashkee Slough-East has an accessible fishing area with accessible parking, a paved surface pathway to the shoreline, a hard surface along the shoreline, and railings along portions, or all, of the hard-surfaced shoreline."
241,97,Call 630-257-2045 for tour dates,,630-257-2045,Sagawau Canyon Nature Preserve supports rare and unique plant and animal habitat and features the only natural exposure of bedrock in Cook County. Individual access is prohibited to protect this fragile site. Tours are scheduled spring through fall. Call 630-257-2045 for tour information.,https://fpdcc.com/places/locations/sagawau-environmental-learning-center/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={01E50D4C-6E2E-4A5B-959F-45B88CE4C581},,,,,Spring - Fall,,,,,,,
242,334,9am - 4pm,,630-257-2045,"Sagawau Environmental Learning Center's visitor center and classroom include exhibits on geology, human and natural history and habitat management. Frequent educational programs and interpretive hikes teach visitors about our natural environment.",https://fpdcc.com/places/locations/sagawau-environmental-learning-center/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Sagawau-Environmental-Learning-Center-Map-4-17.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Sagawau-Environmental-Learning-Center-SPANISH-Map-4-17.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={01E50D4C-6E2E-4A5B-959F-45B88CE4C581},,,,,Year-round,,"Closed Thanksgiving, Christmas, New Year's Day",,,,,
243,333,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sag-quarries/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Sag-Quarry-032417.pdf,
244,92,Sunrise to Sunset,,,"Salt Creek Woods Nature Preserve features remnant oak savanna and oak-hickory woodland, with floodplain forest lining the creek. Walk along the unpaved portion of the Salt Creek Trail through the heart of the preserve and spot a small prairie, along with the marsh and sedge meadows that provide critical habitat for wildlife.",https://fpdcc.com/places/locations/salt-creek-woods-nature-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={962302E9-6A46-4AC4-AD85-D4DBE9CB8049},,,,,Year-round,,,,,,,
245,53,Sunrise to Sunset,,,"Sidney Yates Flatwoods is part of Bunker Hill. Known for its popular picnic groves, Bunker Hill contains remarkable natural areas, including a floodplain forest, open savanna and the Sidney Yates Flatwoods. The site is part of the extensive North Branch Trail System and offers easy parking and natural play areas for kids.",https://fpdcc.com/places/locations/bunker-hill/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={01B94678-AC07-4EA1-998A-69E6AC3C1797},,,,,Year-round,,,,,,,
246,231,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/silver-creek-family-picnic-area/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,,,,Year-round,,,,,,,
247,150,"9am - 5pm, closed Fridays","9am - 4pm, closed Fridays",708-868-0606,"Sand Ridge Nature Center features interactive exhibits, programs and knowledgeable staff to guide you through the natural and cultural history of the Calumet Region. Watch birds at the feeders from the flight room, explore the nature play area, stroll through demonstration gardens, learn from the past at the replica log cabins, or walk four miles of nature trails through woodlands, prairies and wetlands.",https://fpdcc.com/places/locations/sand-ridge-nature-center/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Sand-Ridge-Campus-Map-082521.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Sand-Ridge-Campus-Map-SPANISH-082521.pdf,,,,,,Mar - Oct,Nov - Feb,"Closed Thanksgiving, Christmas, New Year's Day",,,,,
248,84,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sand-ridge-nature-preserve/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
249,168,Sunrise to Sunset,,,Thorn Creek cuts through the middle of this preserve and forms Sauk Lake within its steep valley walls. The sweeping views and five miles of paved trails draw visitors to this 630-acre preserve.,https://fpdcc.com/places/locations/sauk-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Sauk-Trail-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Sauk-Lake-032417.pdf,
